SLNO,ZONE,WARD,HOSPITAL NAME,ADDRESS,ADDRESS,Status geocode,Formatted address,Latitude,Longitude,Type,Location Type,Postal code,City,Country,Region
567,09-Teynampet,126,"YOGI VEDA KUMARI HOSPITAL ENTERPRISED
PVT.LTD.","NO.14/2, DEVANATHAN STREET, MANDAVELI,
CHENNAI 600028","NO.56, VENKATAKRISHNA IYER ROAD, RAJA
ANNAMALAIPURAM, CHENNAI 600028",Ok,"56, Venkatakrishna Rd, Ramakrishna Nagar, Mandaveli, Chennai, Tamil Nadu 600028, India",13.0268998,80.2622765,street_address,ROOFTOP,600028,Chennai,India,Tamil Nadu
568,09-Teynampet,126,SRI RANGA NURSING HOME,"NO.6, CHOCKALINGAM STREET, MANDAVELI,
CHENNAI 600028","NO.17, RAMAKRISHNA NAGAR, IIND MAIN ROAD,
CHENNAI 600028","Ok, partial match","17, Ramakrishna Nagar, Raja Annamalai Puram, Chennai, Tamil Nadu 600028, India",13.0244741,80.2615191,street_address,ROOFTOP,600028,Chennai,India,Tamil Nadu
569,09-Teynampet,126,JANAMMA SUGAM HOSPITAL,"NO.56, VENKATAKRISHNA IYER ROAD, RAJA
ANNAMALAIPURAM, CHENNAI 600028","NO.3, VTH MAIN ROAD NATESAN NAGAR
VIRUGAMBAKKAM, CHENNAI 600092",Ok,"3, 5th Main Rd, Chinmaya Nagar Stage 2, Natesan Nagar, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.0594708,80.1942991,subpremise,ROOFTOP,600092,Chennai,India,Tamil Nadu
570,09-Teynampet,126,R.A. PURAM HEALTH POST,"NO.17, RAMAKRISHNA NAGAR, IIND MAIN ROAD,
CHENNAI 600028","NO.35, P.H.ROAD, KOYAMBEDU, CHENNAI 600107",Ok,"35, Poonamallee High Rd, Nerkundram, Chennai, Tamil Nadu 600107, India",13.071837,80.1863405,premise,ROOFTOP,600107,Chennai,India,Tamil Nadu
571,10-Kodambakkam,127,SBS HOSPITAL,"NO.3, VTH MAIN ROAD NATESAN NAGAR
VIRUGAMBAKKAM, CHENNAI 600092","SAI NAGAR, VIRUGAMBAKKAM CHENNAI 600092",Ok,"Sai Nagar, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.0583197,80.1962241,"political, sublocality, sublocality_level_2",APPROXIMATE,600092,Chennai,India,Tamil Nadu
572,10-Kodambakkam,127,SRI DEVI SPECIALITY HOSPITAL,"NO.35, P.H.ROAD, KOYAMBEDU, CHENNAI 600107","NO.121/60, KALIAMMAN KOIL STREET
VIRUGAMBAKKAM CHENNAI 600092",Ok,"121/60, Kaliamman Koil St, L & T Colony Phase II, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.0538655,80.1926882,street_address,ROOFTOP,600092,Chennai,India,Tamil Nadu
573,10-Kodambakkam,127,J.J.HOSPITAL,"SAI NAGAR, VIRUGAMBAKKAM CHENNAI 600092","NO.121/60, KALIAMMAN KOIL STREET, GANAPATHY RAJ NAGAR, VIRUGAMBAKKAM, CHENNAI 600092","Ok, partial match","121/60, Kaliamman Koil St, L & T Colony Phase II, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.0538655,80.1926882,street_address,ROOFTOP,600092,Chennai,India,Tamil Nadu
574,10-Kodambakkam,127,WOMEN AND CHILDREN FOUNDATION LTD,"NO.121/60, KALIAMMAN KOIL STREET
VIRUGAMBAKKAM CHENNAI 600092","869, KALIAMMAN KOIL STREET, VIRUGAMBAKKAM,
CHENNAI 600092",Ok,"Kaliamman Koil St, Virugambakkam, Chennai, Tamil Nadu, India",13.0563233,80.1938171,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
575,10-Kodambakkam,127,ANNAI HOSPITAL,"NO.121/60, KALIAMMAN KOIL STREET, GANAPATHY RAJ NAGAR, VIRUGAMBAKKAM, CHENNAI 600092","32, PILLAYAR KOIL STREET, NESAPAKKAM,WEST
K.K.NAGAR, CHENNAI 600078",Ok,"32, Pillayar Koil St, Raghavendra Nagar, Nesapakkam, Chennai, Tamil Nadu 600078, India",13.0373873,80.1909825,subpremise,ROOFTOP,600078,Chennai,India,Tamil Nadu
576,10-Kodambakkam,128,L AND T PRAYAS MEDICAL CENTRE,"869, KALIAMMAN KOIL STREET, VIRUGAMBAKKAM,
CHENNAI 600092","NO. 51 & 52, THIRUVALLUVAR SALAI NESAPAKKAM,
CHENNAI 600078","Ok, partial match","Thiruvalluvar Salai, Nesapakkam, Chennai, Tamil Nadu 600078, India",13.0379688,80.1891747,route,GEOMETRIC_CENTER,600078,Chennai,India,Tamil Nadu
577,10-Kodambakkam,128,AROKYA HOSPITAL,"32, PILLAYAR KOIL STREET, NESAPAKKAM,WEST
K.K.NAGAR, CHENNAI 600078","46, AVM AVENUE, VIRUGAMBAKKAM, CHENNAI
600092",Ok,"46, AVM Ave 8th St, Lakshmi Nagar, AVM Avenue, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.0489957,80.1882169,street_address,RANGE_INTERPOLATED,600092,Chennai,India,Tamil Nadu
578,10-Kodambakkam,128,CMC HOSPITAL,"NO. 51 & 52, THIRUVALLUVAR SALAI NESAPAKKAM,
CHENNAI   600078","6,YADAVAL STREET, VIRUGAMBAKKAM, CHENNAI
600092",Ok,"6, Yadava St, Phase 1, Swarnambigai Nagar, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.049821,80.1923994,premise,ROOFTOP,600092,Chennai,India,Tamil Nadu
579,10-Kodambakkam,128,SUBAM SPECIAL HOSPITAL,"46, AVM AVENUE, VIRUGAMBAKKAM, CHENNAI
600092","28, A.V.M.STREET, VIRUGAMBAKKAM, CHENNAI
600092",Ok,"28, AVM St, Balaji Nagar, Annamalai Colony, Chennai, Tamil Nadu 600093, India",13.0553582,80.1986624,street_address,RANGE_INTERPOLATED,600093,Chennai,India,Tamil Nadu
580,10-Kodambakkam,128,DEVI HOSPITAL,"6,YADAVAL STREET, VIRUGAMBAKKAM, CHENNAI
600092","1, ARUNACHALAM ROAD, SALIGRAMAM, CHENNAI
600093",Ok,"1, Arunachalam Rd, Said Nagar, Shanthi Nagar, Saligramam, Chennai, Tamil Nadu 600093, India",13.0567568,80.2003325,street_address,ROOFTOP,600093,Chennai,India,Tamil Nadu
581,10-Kodambakkam,129,PONNI NURSING HOME,"28, A.V.M.STREET, VIRUGAMBAKKAM, CHENNAI
600092","4, LALBAHADUR SASTRY STREET, SATHYA GARDEN,
SALIGRAMAM, CHENNAI 600093",Ok,"4, Lal Bahadur Shastri St, Sathyamurthy Block, West Jafferkhanpet, Chennai, Tamil Nadu 600083, India",13.0309409,80.2007297,street_address,RANGE_INTERPOLATED,600083,Chennai,India,Tamil Nadu
582,10-Kodambakkam,129,SOORIYA HOSPITAL,"1, ARUNACHALAM ROAD, SALIGRAMAM, CHENNAI
600093","22, ARCOT ROAD, SALIGRAMAM, CHENNAI 600093",Ok,"22, Arcot Rd, Bharani Colony, Vijayaraghavapuram, Saligramam, Chennai, Tamil Nadu 600040, India",13.0471411,80.2014511,street_address,ROOFTOP,600040,Chennai,India,Tamil Nadu
583,10-Kodambakkam,129,VHM HOSPITAL PVT. LTD,"4, LALBAHADUR SASTRY STREET, SATHYA GARDEN,
SALIGRAMAM, CHENNAI 600093","54, K.KARUNANIDHI ROAD, KAVERI RANGA NAGAR,
SALIGRAMAM,CHENNAI 600093","4 found, use single geocode.","Ranga Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.9589506,80.1278541,"political, sublocality, sublocality_level_2",APPROXIMATE,600044,Chennai,India,Tamil Nadu
584,10-Kodambakkam,129,BHARANI HOSPITAL,"22, ARCOT ROAD, SALIGRAMAM, CHENNAI 600093","4-A,M.G.R.SALAI,NEHRU NAGAR SALIGRAMAM
CHENNAI 600093",Ok,"4, MGR Salai, Devraj Nagar, Annamalai Colony, Chennai, Tamil Nadu 600093, India",13.058445,80.1993806,street_address,RANGE_INTERPOLATED,600093,Chennai,India,Tamil Nadu
585,10-Kodambakkam,129,SREE SEVA MANDIR,"54, K.KARUNANIDHI ROAD, KAVERI RANGA NAGAR,
SALIGRAMAM,CHENNAI 600093","BHARANI GARDEN, 22, ARCOT ROAD, SALIGRAMAM,
CHENNAI 600093","Ok, partial match","22, Arcot Rd, Vijayaraghavapuram, Saligramam, Chennai, Tamil Nadu 600093, India",13.0471411,80.2014511,"establishment, point_of_interest",ROOFTOP,600093,Chennai,India,Tamil Nadu
586,10-Kodambakkam,129,SAKKTHI NURSING HOME,"4-A,M.G.R.SALAI,NEHRU NAGAR SALIGRAMAM
CHENNAI 600093","798, JEEVANANDAM ROAD, K.K.NAGAR, CHENNAI
600078",Ok,"798, Jeevanandam Salai, Sector 13 Jeevanantham Salai, Sector 13, K. K. Nagar, Chennai, Tamil Nadu 600078, India",13.0407665,80.2062178,street_address,RANGE_INTERPOLATED,600078,Chennai,India,Tamil Nadu
587,10-Kodambakkam,129,WOMEN AND CHILDREN FOUNDATION LTD.,"BHARANI GARDEN, 22, ARCOT ROAD, SALIGRAMAM,
CHENNAI 600093","1,JAWAHARLAL NEHRU SALAI,VADAPALANI,
CHENNAI- 600026","2 found, use single geocode.","1, 100 Feet Rd, Padmanabha Nagar, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0516589,80.2112937,street_address,ROOFTOP,600026,Chennai,India,Tamil Nadu
588,10-Kodambakkam,129,PARVATHI NURSING HOME,"798, JEEVANANDAM ROAD, K.K.NAGAR, CHENNAI
600078","2/5, 41ST STREET AHOK NAGAR CHENNAI 600083",Ok,"2-5, 2-5, 41st Street, Sarvamangala Colony, Krupa Colony, Ashok Nagar, Chennai, Tamil Nadu 600033, India",13.040074,80.2137019,street_address,ROOFTOP,600033,Chennai,India,Tamil Nadu
589,10-Kodambakkam,130,SRM INSTITUTES FOR MEDICAL SCIENCE,"1,JAWAHARLAL NEHRU SALAI,VADAPALANI,
CHENNAI-   600026","175, N.S.K. SALAI VADAPALANI CHENNAI 600026",Ok,"175, NSK Salai Rd, Ottagapalayam, Kannika Puram, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0474446,80.2065928,street_address,ROOFTOP,600026,Chennai,India,Tamil Nadu
590,10-Kodambakkam,130,DR. LANKESH EYE HOSPITAL PVT LTD,"2/5, 41ST STREET AHOK NAGAR CHENNAI 600083","3, ARYA GOWDA ROAD EXTENTION WEST
MAMBALAM CHENNAI 600033","Ok, partial match","3, Aryagowda Rd, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0452381,80.2225677,street_address,ROOFTOP,600033,Chennai,India,Tamil Nadu
591,10-Kodambakkam,130,VIJAYA HEALTH CENTRE,"175, N.S.K. SALAI VADAPALANI CHENNAI 600026","NO.33, VADAPALANI ANDAVAR KOIL STREET
VADAPALANI CHENNAI 600026","2 found, use single geocode.","Palani Andavar Koil St, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0513214,80.213557,route,GEOMETRIC_CENTER,600026,Chennai,India,Tamil Nadu
592,10-Kodambakkam,130,YOGI NATURAL TREATMENT CENTRE,"3, ARYA GOWDA ROAD EXTENTION WEST
MAMBALAM CHENNAI 600033","180, N.S.K. SALAI VADAPALANI CHENNAI 600026",Ok,"180, NSK Salai Rd, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0498587,80.2086125,premise,ROOFTOP,600026,Chennai,India,Tamil Nadu
593,10-Kodambakkam,130,VADAPALANI MULTI SPECIALITY HOSPITAL,"NO.33, VADAPALANI ANDAVAR KOIL STREET
VADAPALANI CHENNAI 600026","NEW NO 42, OLD NO 60, 100 FEET ROAD
VADAPALANI CHENNAI 600026","Ok, partial match","60, 100 Feet Rd, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0516479,80.2123821,premise,ROOFTOP,600026,Chennai,India,Tamil Nadu
594,10-Kodambakkam,130,VIJAYA HOSPITAL,"180, N.S.K. SALAI VADAPALANI CHENNAI 600026","22-A, PILLAIYAR KOIL STREET, VADAPALANI,
CHENNAI 600026",Ok,"22, Pillayar Koil St, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0528159,80.2156068,premise,ROOFTOP,600026,Chennai,India,Tamil Nadu
595,10-Kodambakkam,130,P AND G NURSING HOME,"NEW NO 42, OLD NO 60, 100 FEET ROAD
VADAPALANI CHENNAI 600026","NO.9, VENKATESWARA STREET, DHANALAKSHMI
COLONY, VADAPALANI,CHENNAI 600026",Ok,"9, Venkateswara St, Thangal karai, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0547459,80.2069674,premise,ROOFTOP,600026,Chennai,India,Tamil Nadu
596,10-Kodambakkam,130,AALAYAA HOSPITAL,"22-A, PILLAIYAR KOIL STREET, VADAPALANI,
CHENNAI 600026","10,JAWAHARLAL NEHRU(100 FEET)ROAD,
VADAPALANI, CHENNAI 600026",Ok,"10, 100 Feet Rd, Bhakthavathchalam Colony, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0553511,80.2117503,premise,ROOFTOP,600026,Chennai,India,Tamil Nadu
597,10-Kodambakkam,130,GNANESH NURSING HOME,"NO.9, VENKATESWARA STREET, DHANALAKSHMI
COLONY, VADAPALANI,CHENNAI 600026","65, ARCOT ROAD, VADAPALANI, CHENNAI 600026",Ok,"65, Arcot Rd, Velayutham Colony, Saligramam, Chennai, Tamil Nadu 600026, India",13.0479022,80.203157,street_address,ROOFTOP,600026,Chennai,India,Tamil Nadu
598,10-Kodambakkam,130,AAKASH FERTILITY CENTRE AND HOSPITAL,"10,JAWAHARLAL NEHRU(100 FEET)ROAD,
VADAPALANI, CHENNAI 600026","1, DURAISWAMY STREET, VADAPALANI, CHENNAI
600026",Ok,"1, Duraisamy St, Tirumurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0533318,80.2443907,subpremise,ROOFTOP,600017,Chennai,India,Tamil Nadu
599,10-Kodambakkam,130,VADAPALANI CWC,"65, ARCOT ROAD, VADAPALANI, CHENNAI 600026","15, 21ST AVENUE, ASHOK NAGAR, CHENNAI 600083",Ok,"15, 21st Ave, Duraisamy Saalai, Raghavan Colony, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0447679,80.2147699,street_address,RANGE_INTERPOLATED,600024,Chennai,India,Tamil Nadu
600,10-Kodambakkam,130,S K NURSING HOME,"1, DURAISWAMY STREET, VADAPALANI, CHENNAI
600026","64, LAKE VIEW ROAD, WEST MAMBALAM, CHENNAI
600033",Ok,"64, Lake View Rd, Gokulam Colony, Jothi Nagar, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0399922,80.226911,street_address,RANGE_INTERPOLATED,600033,Chennai,India,Tamil Nadu
601,10-Kodambakkam,130,VIJAY NURSING HOME,"15, 21ST AVENUE, ASHOK NAGAR, CHENNAI 600083","459, R.K. SHANMUGAM SALAI, K.K. NAGAR, CHENNAI
600078",Ok,"459, RK Shanmugam Salai, Goutham Colony, Sector 6, K. K. Nagar, Chennai, Tamil Nadu 600083, India",13.0376128,80.2015341,street_address,RANGE_INTERPOLATED,600083,Chennai,India,Tamil Nadu
602,10-Kodambakkam,130,AAKASH FERTILITY CENTRE,"64, LAKE VIEW ROAD, WEST MAMBALAM, CHENNAI
600033","1/9, RAJAMANNAR SALAI VIJAYARAGHAVAPURAM
CHENNAI 600093",Ok,"1, PV Rajamannar Salai, Kamaraj Nagar, Vijayaraghavapuram, Saligramam, Chennai, Tamil Nadu 600093, India",13.0432379,80.2029688,premise,ROOFTOP,600093,Chennai,India,Tamil Nadu
603,10-Kodambakkam,131,K.M. NURSING HOME,"459, R.K. SHANMUGAM SALAI, K.K. NAGAR, CHENNAI
600078","459, R.K.SHANMUGAM SALAI, K.K.NAGAR, CHENNAI
600078",Ok,"459, RK Shanmugam Salai, Goutham Colony, Sector 6, K. K. Nagar, Chennai, Tamil Nadu 600083, India",13.0376128,80.2015341,street_address,RANGE_INTERPOLATED,600083,Chennai,India,Tamil Nadu
604,10-Kodambakkam,131,THE SPECIALISTS CLINIC AND HOSPITAL,"1/9, RAJAMANNAR SALAI VIJAYARAGHAVAPURAM
CHENNAI 600093","B-49, DR.RAMASAMY ROAD, K.K.NAGAR, CHENNAI
600078",Ok,"b, 49, Ramaswamy Salai, Sector 2, K. K. Nagar, Chennai, Tamil Nadu 600078, India",13.040392,80.20291,subpremise,ROOFTOP,600078,Chennai,India,Tamil Nadu
605,10-Kodambakkam,131,K.M.HOSPITAL,"459, R.K.SHANMUGAM SALAI, K.K.NAGAR, CHENNAI
600078","459, R.K. SHANMUGAM SALAI K.K. NAGAR, CHENNAI
600078",Ok,"459, RK Shanmugam Salai, Goutham Colony, Sector 6, K. K. Nagar, Chennai, Tamil Nadu 600083, India",13.0376128,80.2015341,street_address,RANGE_INTERPOLATED,600083,Chennai,India,Tamil Nadu
606,10-Kodambakkam,131,S.M.HOSPITAL,"B-49, DR.RAMASAMY ROAD, K.K.NAGAR, CHENNAI
600078","NO.453 & 454, R.K. SHANMUGAM SALAI K.K. NAGAR,
CHENNAI 600078","Ok, partial match","RK Shanmugam Salai, K. K. Nagar, Chennai, Tamil Nadu 600078, India",13.0400079,80.201918,route,GEOMETRIC_CENTER,600078,Chennai,India,Tamil Nadu
607,10-Kodambakkam,131,K.M. HOSPITAL,"459, R.K. SHANMUGAM SALAI K.K. NAGAR, CHENNAI
600078","NO.19A, FIRST AVENUE ASHOK NAGAR CHENNAI
600083",Ok,"14-19, 1st St, Jawahar Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600098, India",13.029567,80.209974,street_address,ROOFTOP,600098,Chennai,India,Tamil Nadu
608,10-Kodambakkam,131,K.M. SPECIALITY HOSPITAL,"NO.453 & 454, R.K. SHANMUGAM SALAI K.K. NAGAR,
CHENNAI   600078","OLD NO.63/3, NEW NO.68, SOUTH SIVAN KOIL
STREET SAIDAPET ROAD VADAPALANI, CHENNAI 600026","Ok, partial match","68, S Sivan Koil St, Sarvamangala Colony, Aruna Colony, Kodambakkam, Chennai, Tamil Nadu 600026, India",13.0473901,80.2136292,street_address,RANGE_INTERPOLATED,600026,Chennai,India,Tamil Nadu
609,10-Kodambakkam,132,PALLAVA HOSPITAL,"NO.19A, FIRST AVENUE ASHOK NAGAR CHENNAI
600083","24, KAMARAJAR SALAI, ASHOK NAGAR, CHENNAI
600083",Ok,"21/24, Kamarajar Salai, Sector 13, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0422351,80.2091116,street_address,ROOFTOP,600083,Chennai,India,Tamil Nadu
610,10-Kodambakkam,132,S.M.V. NURSING HOME,"OLD NO.63/3, NEW NO.68, SOUTH SIVAN KOIL
STREET SAIDAPET ROAD VADAPALANI, CHENNAI 600026","25, 10TH AVENUE, ASHOK NAGAR, CHENNAI 600083",Ok,"25, 10th Ave, Sarvamangala Colony, Manthope Colony, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0346871,80.2147461,premise,ROOFTOP,600083,Chennai,India,Tamil Nadu
611,10-Kodambakkam,132,REKHA HOSPITAL,"24, KAMARAJAR SALAI, ASHOK NAGAR, CHENNAI
600083","NO. 59, 11TH AVENUE, ASHOK NAGAR, CHENNAI
600083",Ok,"59/39, 11th Ave, Mettuppalayam, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0320005,80.2099525,street_address,ROOFTOP,600083,Chennai,India,Tamil Nadu
612,10-Kodambakkam,132,ORTHOPAEDIC AND SPECIALITIES HOSPITAL,"25, 10TH AVENUE, ASHOK NAGAR, CHENNAI 600083","B-225, 15TH AVENUE, ASHOK NAGAR, CHENNAI
600083",Ok,"B-225, 15th Ave, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.033819,80.209925,"establishment, point_of_interest",ROOFTOP,600083,Chennai,India,Tamil Nadu
613,10-Kodambakkam,132,SUNRAYS LAPAROSCOPIC CENTRE,"NO. 59, 11TH AVENUE, ASHOK NAGAR, CHENNAI
600083","47, KAMARAJ SALAI ASHOK NAGAR, CHENNAI
600083",Ok,"elite engineering company, 47, Kamarajar Salai, Sector 13 Jeevanantham Salai, Sector 13, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0401723,80.2087971,street_address,ROOFTOP,600083,Chennai,India,Tamil Nadu
614,10-Kodambakkam,132,MAYA NURSING HOME,"B-225, 15TH AVENUE, ASHOK NAGAR, CHENNAI
600083","1, 40TH STREET, ASHOK NAGAR, CHENNAI 600083",Ok,"1, 40th St, Sector 8, K. K. Nagar, Chennai, Tamil Nadu 600083, India",13.0402162,80.1975432,street_address,RANGE_INTERPOLATED,600083,Chennai,India,Tamil Nadu
615,10-Kodambakkam,132,RAMANI HOSPITAL,"47, KAMARAJ SALAI ASHOK NAGAR,  CHENNAI
600083","37, I AVENUE, ASHOK NAGAR, CHENNAI 600083",Ok,"37th St, Ashok Nagar, Chennai, Tamil Nadu, India",13.0412964,80.2146784,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
616,10-Kodambakkam,132,JENESAM HOSPITAL,"1, 40TH STREET, ASHOK NAGAR, CHENNAI 600083","46, 1ST AVENUE, ASHOK NAGAR, CHENNAI 600083",Ok,"46, 1st Ave, Sarvamangala Colony, Sector 15, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0451979,80.2120955,subpremise,ROOFTOP,600083,Chennai,India,Tamil Nadu
617,10-Kodambakkam,132,PALLAVA HOSPITAL,"37, I AVENUE, ASHOK NAGAR, CHENNAI 600083","164, IST AVENUE, ASHOK NAGAR, CHENNAI 600083",Ok,"164, 1st St, Sowbhagya Colony, Sector 1, K. K. Nagar, Chennai, Tamil Nadu 600083, India",13.0362918,80.2037383,street_address,RANGE_INTERPOLATED,600083,Chennai,India,Tamil Nadu
618,10-Kodambakkam,132,KUMARAN SPECIALITIES HOSPITAL,"46, 1ST AVENUE, ASHOK NAGAR, CHENNAI 600083","7TH AVENUE, ASHOK NAGAR, CHENNAI 600063","2 found, use single geocode.","7th Ave, Mettuppalayam, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0304084,80.2155727,route,GEOMETRIC_CENTER,600083,Chennai,India,Tamil Nadu
619,10-Kodambakkam,132,BALAHJI HOSPITAL,"164, IST AVENUE, ASHOK NAGAR, CHENNAI 600083","10, RUKMANI STREET, WEST MAMBALAM, CHENNAI
600033",Ok,"10, Rukmani St, Kamatchi Puram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.038058,80.2171343,street_address,RANGE_INTERPOLATED,600033,Chennai,India,Tamil Nadu
620,10-Kodambakkam,132,SRI SAAI KRS HOSPITAL,"7TH AVENUE,  ASHOK NAGAR, CHENNAI 600063","19, KANNADASAN STREET,. RANGARAJAPURAM,
KODAMBAKKAM,CHENNAI 600024",Ok,"19, Kannadasan St, KG NTR Heritage, Murugesan Nagar, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0462975,80.2215696,street_address,RANGE_INTERPOLATED,600024,Chennai,India,Tamil Nadu
621,10-Kodambakkam,133,C.S.M.NURSING HOME,"10, RUKMANI STREET, WEST MAMBALAM, CHENNAI
600033","65, ARCOT ROAD, VADAPALANI CHENNAI 600026",Ok,"65, Arcot Rd, Velayutham Colony, Saligramam, Chennai, Tamil Nadu 600026, India",13.0479022,80.203157,street_address,ROOFTOP,600026,Chennai,India,Tamil Nadu
622,10-Kodambakkam,133,MADRAS POLY CLINIC AND NURSING HOME,"19, KANNADASAN STREET,. RANGARAJAPURAM,
KODAMBAKKAM,CHENNAI 600024","180, N.S.K.SALAI, CHENNAI 600026",Ok,"180, NSK Salai Rd, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0498587,80.2086125,premise,ROOFTOP,600026,Chennai,India,Tamil Nadu
623,10-Kodambakkam,134,VADAPALANI CWC,"65, ARCOT ROAD, VADAPALANI CHENNAI   600026","NO.3-A, BARODA STREET, WEST MAMBALAM,
CHENNAI 600033","2 found, use single geocode.","Baroda St, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0423438,80.2272748,route,GEOMETRIC_CENTER,600033,Chennai,India,Tamil Nadu
624,10-Kodambakkam,134,VIJAYA HOSPITAL,"180, N.S.K.SALAI, CHENNAI   600026","31, RAILWAY BORDER ROAD, KODAMBAKKAM,
CHENNAI 600024",Ok,"31, Railway Border Rd, Akbarabad, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0506077,80.2298597,street_address,ROOFTOP,600024,Chennai,India,Tamil Nadu
625,10-Kodambakkam,134,SRI MEENAKSHI NURSING HOME PVT LTD,"NO.3-A, BARODA STREET,   WEST MAMBALAM,
CHENNAI 600033","4, 6TH CROSS STREET, UNITED INDIA COLONY,
KODAMBAKKAM, CHENNAI 600024",Ok,"4, 6th Cross St, United India Colony, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0515679,80.224582,subpremise,ROOFTOP,600024,Chennai,India,Tamil Nadu
626,10-Kodambakkam,134,J V HOSPITAL,"31, RAILWAY BORDER ROAD, KODAMBAKKAM,
CHENNAI 600024","NO.47, RAILWAY STATION ROAD KODAMBAKKAM
CHENNAI 600024",Ok,"47, Railway Border Rd, Taylor Estate, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.052948,80.2302809,street_address,ROOFTOP,600024,Chennai,India,Tamil Nadu
627,10-Kodambakkam,134,"GARBBA RAKSHAMBIGAI FERTILITY CENTRE (P)
LTD.","4, 6TH CROSS STREET, UNITED INDIA COLONY,
KODAMBAKKAM, CHENNAI 600024","NO.3A, BARODA STREET WEST MAMBALAM
CHENNAI 600033",Ok,"5/3, Baroda St, near Duraisamy Subway, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0418163,80.2285313,street_address,ROOFTOP,600033,Chennai,India,Tamil Nadu
628,10-Kodambakkam,134,SRINIVASA HOSPITAL,"NO.47, RAILWAY STATION ROAD KODAMBAKKAM
CHENNAI 600024","3, FIRST STREET, TAYLOR'S
ESTATE,KODAMBAKKAM, CHENNAI 600024","2 found, use single geocode.","3-2, Taylor Estate 1st St, Minor Trustpuram, Choolaimedu, Chennai, Tamil Nadu 600034, India",13.054711,80.230308,street_address,ROOFTOP,600034,Chennai,India,Tamil Nadu
629,10-Kodambakkam,134,SRI MEENAKSHI NURSING HOME,"NO.3A, BARODA STREET WEST MAMBALAM
CHENNAI 600033","NO.36, DR. AMBEDKAR ROAD, KODAMBAKKAM,
CHENNAI 600024",Ok,"36, Dr Ambedkar Rd, Dr.Subbaraya Nagar, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0472873,80.2187787,street_address,ROOFTOP,600024,Chennai,India,Tamil Nadu
630,10-Kodambakkam,134,THULASI KRISHNA NURSING HOME,"3, FIRST STREET, TAYLOR'S
ESTATE,KODAMBAKKAM, CHENNAI 600024","68, THAMBIAH ROAD, WEST MAMBALAM, CHENNAI
600033",Ok,"68, Thambiah Rd, Gokulam Colony, SM Nagar, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0379408,80.2229625,street_address,ROOFTOP,600033,Chennai,India,Tamil Nadu
631,10-Kodambakkam,134,SPOT HOSPITAL,"NO.36, DR. AMBEDKAR ROAD,  KODAMBAKKAM,
CHENNAI 600024","114, LAKEVIEW ROAD, WESTMAMBALAM, CHENNAI
600033",Ok,"114, Lake View Rd, AGS Colony, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.037821,80.2242837,street_address,RANGE_INTERPOLATED,600033,Chennai,India,Tamil Nadu
